"","B","F","BBmsy","FFmsy","Overfishing_ind","BB0","procB","BBfrac","SPt","pOFLH","pOFLB"
"1949",15.1134398720174,0.0437295850484196,2.54855643025455,0.364884728202342,0.364884728202342,0.838465487969448,0.0085281926505596,2.9395114535808,0,0.000166666666666667,0
"1950",15.0508843978498,0.0391164281944833,2.54452172260107,0.326605254746963,0.326605254746963,0.837138084314055,0.0245289479678674,2.93485781153526,0.599581124993138,0.0000333333333333333,0
"1951",15.8512923317156,0.039670106489858,2.68167260042683,0.330837979070231,0.330837979070231,0.882260207699852,0.0733336510948202,3.09304798203786,1.34528458467162,0.0000333333333333333,0
"1952",16.8828885502237,0.0343641057816753,2.85838640098414,0.286699800356871,0.286699800356871,0.940398383985172,0.0908892292140131,3.29687012800939,1.61928008173132,0,0
"1953",17.2611671173232,0.0291048766103793,2.92484573207459,0.24266134357994,0.24266134357994,0.962263254156915,0.0511320505461066,3.37352448912871,0.940233421214398,0,0
"1954",17.0552466605897,0.0306471505286853,2.88599311949191,0.256192941022175,0.256192941022175,0.949480890626996,0.0134284793035546,3.3287117871879,0.280270410055207,0,0
"1955",16.185570800539,0.0264903023564993,2.74711374009628,0.220791174511243,0.220791174511243,0.903790096720494,-0.0228240591110076,3.16852795858856,-0.288096494468083,0,0
"1956",14.3817684846037,0.0372389349546956,2.43853202251994,0.310458223716688,0.310458223716688,0.8022678713012,-0.0990937287176512,2.81260902251435,-1.31845711275681,0,0
"1957",13.3256362104642,0.0491748219282578,2.26078373255245,0.409457649734161,0.409457649734161,0.743789351887587,-0.057620247781895,2.60759369383212,-0.46624448831948,0.000866666666666667,0
"1958",12.1368417079778,0.0354164212356381,2.04897766280873,0.295862802546212,0.295862802546212,0.674105950918193,-0.0732472950670422,2.36329603553487,-0.522216673995334,0.0000333333333333333,0
"1959",12.4624251903911,0.0321670719049736,2.10435862372955,0.269035912114482,0.269035912114482,0.692326078937118,0.0207576345697005,2.42717257638934,0.719034489304603,0,0
"1960",13.3860016704203,0.024556838837451,2.2658270485813,0.20526052707845,0.20526052707845,0.745448583908081,0.0664875154969375,2.61341066733714,1.29718783162657,0,0
"1961",14.4595212601778,0.0179046425571362,2.45251384983967,0.14928706343787,0.14928706343787,0.806867839945083,0.0740052467737082,2.82873569762361,1.39423973459323,0,0
"1962",15.3448110669077,0.0224654432241256,2.6015524335852,0.187336260411213,0.187336260411213,0.855900973903977,0.0556405287256379,3.00063717829896,1.11223104342231,0,0
"1963",15.0871171232545,0.0285371075026167,2.55978646804883,0.237559070212308,0.237559070212308,0.842160128200802,-0.00672672415879183,2.95246420766878,0.123613032059291,0,0
"1964",15.1383767353224,0.0273034874898312,2.56808978277728,0.227702215849254,0.227702215849254,0.844891887542247,0.0145260356854509,2.96204127194611,0.457240610592216,0,0
"1965",15.5483527691647,0.0287655740868764,2.6353896657018,0.239550746537546,0.239550746537546,0.867033296108571,0.0367503897039447,3.03966512768374,0.791594583907415,0,0
"1966",14.5076640650204,0.0249685262096003,2.45609804162577,0.208212568758821,0.208212568758821,0.808047025573166,-0.0526439299668862,2.83286971352454,-0.554584580104964,0,0
"1967",14.2773427023694,0.0352920346319423,2.41595223652715,0.294471510103875,0.294471510103875,0.794839206565377,-0.0121990283269753,2.78656544005439,0.130331632826374,0,0
"1968",13.9116633574567,0.0290935194017956,2.36088845610043,0.241962800123026,0.241962800123026,0.77672342973703,-0.00982451958576669,2.72305473598665,0.179837163697323,0,0
"1969",13.8891239803195,0.0271557586743872,2.35152581151473,0.226815631851789,0.226815631851789,0.773643154853556,0.000471992360886242,2.71225583796393,0.347932801998035,0,0
"1970",13.3923967497184,0.0243423063468839,2.27133836674597,0.202787674260049,0.202787674260049,0.747261786872487,-0.0303594241293865,2.61976743569316,-0.0617570279912409,0,0
"1971",13.7690333544704,0.0202360128954348,2.33084067444704,0.169247346959915,0.169247346959915,0.766837822493916,0.0211455295684153,2.68839754838182,0.66488046516139,0,0
"1972",14.7006734442669,0.0336430578964036,2.49265163008822,0.280435176074552,0.280435176074552,0.820073018807359,0.0586553330273052,2.87503071521133,1.170396683867,0,0
"1973",14.1750731953589,0.0262683141575443,2.40428463784884,0.218903074323008,0.218903074323008,0.791000610447545,-0.0210052786091999,2.77310800213245,-0.00902058056903232,0,0
"1974",14.3309258669251,0.0357573720637284,2.43025287811489,0.297864736573911,0.297864736573911,0.799544063905317,0.0141652968197086,2.80305983634935,0.523722292427908,0,0
"1975",13.807511161269,0.0321434438853385,2.33331695816027,0.268660623458542,0.268660623458542,0.767652510529589,-0.0256305343844392,2.69125370030019,-0.0340351246864177,0,0
